date,teamA,teamB,winner,map_name,region,tier,teamA_players,teamB_players,teamA_ACS,teamB_ACS,teamA_KD,teamB_KD
2025-06-21,FunPlus Phoenix,Xi Lai Gaming,Xi Lai Gaming,Breeze,CHINA,1,"FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5","Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5",180.4,251.5,1.16,1.44
2025-06-20,Sentinels,FURIA Esports,Sentinels,Bind,AMERICAS,1,"Sentinels_player1,Sentinels_player2,Sentinels_player3,Sentinels_player4,Sentinels_player5","FURIA Esports_player1,FURIA Esports_player2,FURIA Esports_player3,FURIA Esports_player4,FURIA Esports_player5",230.5,170.3,1.45,1.13
2025-06-19,Natus Vincere,GIANTX,GIANTX,Ascent,EMEA,1,"Natus Vincere_player1,Natus Vincere_player2,Natus Vincere_player3,Natus Vincere_player4,Natus Vincere_player5","GIANTX_player1,GIANTX_player2,GIANTX_player3,GIANTX_player4,GIANTX_player5",227.2,270.2,1.14,1.67
2025-06-18,BBL Esports,GIANTX,GIANTX,Split,EMEA,1,"BBL Esports_player1,BBL Esports_player2,BBL Esports_player3,BBL Esports_player4,BBL Esports_player5","GIANTX_player1,GIANTX_player2,GIANTX_player3,GIANTX_player4,GIANTX_player5",233.4,300.5,0.79,1.15
2025-06-18,Titan Esports Club,FunPlus Phoenix,Titan Esports Club,Split,CHINA,1,"Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5","FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5",235.8,179.0,1.49,0.95
2025-06-18,Edward Gaming,Wolves Esports,Edward Gaming,Ascent,CHINA,1,"Edward Gaming_player1,Edward Gaming_player2,Edward Gaming_player3,Edward Gaming_player4,Edward Gaming_player5","Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5",258.8,205.9,1.27,0.81
2025-06-17,Team Vitality,GIANTX,Team Vitality,Lotus,EMEA,1,"Team Vitality_player1,Team Vitality_player2,Team Vitality_player3,Team Vitality_player4,Team Vitality_player5","GIANTX_player1,GIANTX_player2,GIANTX_player3,GIANTX_player4,GIANTX_player5",240.3,185.4,1.49,1.07
2025-06-17,Paper Rex,DRX,DRX,Bind,PACIFIC,1,"Paper Rex_player1,Paper Rex_player2,Paper Rex_player3,Paper Rex_player4,Paper Rex_player5","DRX_player1,DRX_player2,DRX_player3,DRX_player4,DRX_player5",243.4,308.9,1.11,1.51
2025-06-17,Natus Vincere,Karmine Corp,Karmine Corp,Split,EMEA,1,"Natus Vincere_player1,Natus Vincere_player2,Natus Vincere_player3,Natus Vincere_player4,Natus Vincere_player5","Karmine Corp_player1,Karmine Corp_player2,Karmine Corp_player3,Karmine Corp_player4,Karmine Corp_player5",200.6,262.9,0.83,1.34
2025-06-16,Gen.G,ZETA DIVISION,ZETA DIVISION,Bind,PACIFIC,1,"Gen.G_player1,Gen.G_player2,Gen.G_player3,Gen.G_player4,Gen.G_player5","ZETA DIVISION_player1,ZETA DIVISION_player2,ZETA DIVISION_player3,ZETA DIVISION_player4,ZETA DIVISION_player5",229.0,302.6,0.79,1.05
2025-06-16,Karmine Corp,Team Heretics,Team Heretics,Split,EMEA,1,"Karmine Corp_player1,Karmine Corp_player2,Karmine Corp_player3,Karmine Corp_player4,Karmine Corp_player5","Team Heretics_player1,Team Heretics_player2,Team Heretics_player3,Team Heretics_player4,Team Heretics_player5",211.6,306.5,1.11,1.53
2025-06-15,Xi Lai Gaming,FunPlus Phoenix,Xi Lai Gaming,Haven,CHINA,1,"Xi Lai Gaming_player1,Xi Lai Gaming_player2,Xi Lai Gaming_player3,Xi Lai Gaming_player4,Xi Lai Gaming_player5","FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5",322.1,221.1,1.3,1.04
2025-06-15,G2 Esports,Cloud9,G2 Esports,Abyss,AMERICAS,1,"G2 Esports_player1,G2 Esports_player2,G2 Esports_player3,G2 Esports_player4,G2 Esports_player5","Cloud9_player1,Cloud9_player2,Cloud9_player3,Cloud9_player4,Cloud9_player5",242.0,171.6,1.24,0.9
2025-06-14,Edward Gaming,Titan Esports Club,Edward Gaming,Ascent,CHINA,1,"Edward Gaming_player1,Edward Gaming_player2,Edward Gaming_player3,Edward Gaming_player4,Edward Gaming_player5","Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5",285.4,225.6,1.45,0.98
2025-06-14,Team Liquid,Movistar KOI,Team Liquid,Breeze,EMEA,1,"Team Liquid_player1,Team Liquid_player2,Team Liquid_player3,Team Liquid_player4,Team Liquid_player5","Movistar KOI_player1,Movistar KOI_player2,Movistar KOI_player3,Movistar KOI_player4,Movistar KOI_player5",266.2,178.8,1.39,0.91
2025-06-13,GIANTX,Team Liquid,Team Liquid,Ascent,EMEA,1,"GIANTX_player1,GIANTX_player2,GIANTX_player3,GIANTX_player4,GIANTX_player5","Team Liquid_player1,Team Liquid_player2,Team Liquid_player3,Team Liquid_player4,Team Liquid_player5",183.2,220.2,0.87,1.24
2025-06-12,FunPlus Phoenix,Trace Esports,FunPlus Phoenix,Abyss,CHINA,1,"FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5","Trace Esports_player1,Trace Esports_player2,Trace Esports_player3,Trace Esports_player4,Trace Esports_player5",316.6,228.7,1.6,1.08
2025-06-12,Global Esports,Bleed Esports,Bleed Esports,Icebox,PACIFIC,1,"Global Esports_player1,Global Esports_player2,Global Esports_player3,Global Esports_player4,Global Esports_player5","Bleed Esports_player1,Bleed Esports_player2,Bleed Esports_player3,Bleed Esports_player4,Bleed Esports_player5",165.4,244.3,0.89,1.29
2025-06-11,Gentle Mates,Team Heretics,Team Heretics,Bind,EMEA,1,"Gentle Mates_player1,Gentle Mates_player2,Gentle Mates_player3,Gentle Mates_player4,Gentle Mates_player5","Team Heretics_player1,Team Heretics_player2,Team Heretics_player3,Team Heretics_player4,Team Heretics_player5",221.6,293.9,0.95,1.22
2025-06-11,DRX,T1,DRX,Split,PACIFIC,1,"DRX_player1,DRX_player2,DRX_player3,DRX_player4,DRX_player5","T1_player1,T1_player2,T1_player3,T1_player4,T1_player5",295.3,239.6,1.52,1.14
2025-06-10,Bilibili Gaming,FunPlus Phoenix,Bilibili Gaming,Sunset,CHINA,1,"Bilibili Gaming_player1,Bilibili Gaming_player2,Bilibili Gaming_player3,Bilibili Gaming_player4,Bilibili Gaming_player5","FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5",297.3,208.4,1.25,0.88
2025-06-10,Rex Regum Qeon,Talon Esports,Talon Esports,Lotus,PACIFIC,1,"Rex Regum Qeon_player1,Rex Regum Qeon_player2,Rex Regum Qeon_player3,Rex Regum Qeon_player4,Rex Regum Qeon_player5","Talon Esports_player1,Talon Esports_player2,Talon Esports_player3,Talon Esports_player4,Talon Esports_player5",180.4,250.5,0.8,1.1
2025-06-09,MIBR,Cloud9,MIBR,Lotus,AMERICAS,1,"MIBR_player1,MIBR_player2,MIBR_player3,MIBR_player4,MIBR_player5","Cloud9_player1,Cloud9_player2,Cloud9_player3,Cloud9_player4,Cloud9_player5",216.0,179.8,1.25,0.9
2025-06-08,Wolves Esports,Trace Esports,Trace Esports,Bind,CHINA,1,"Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5","Trace Esports_player1,Trace Esports_player2,Trace Esports_player3,Trace Esports_player4,Trace Esports_player5",198.1,237.8,0.96,1.34
2025-06-08,Team Liquid,Fnatic,Team Liquid,Ascent,EMEA,1,"Team Liquid_player1,Team Liquid_player2,Team Liquid_player3,Team Liquid_player4,Team Liquid_player5","Fnatic_player1,Fnatic_player2,Fnatic_player3,Fnatic_player4,Fnatic_player5",226.6,184.3,1.25,0.84
2025-06-07,GIANTX,Team Vitality,Team Vitality,Icebox,EMEA,1,"GIANTX_player1,GIANTX_player2,GIANTX_player3,GIANTX_player4,GIANTX_player5","Team Vitality_player1,Team Vitality_player2,Team Vitality_player3,Team Vitality_player4,Team Vitality_player5",224.7,320.7,0.94,1.38
2025-06-06,ZETA DIVISION,Bleed Esports,ZETA DIVISION,Icebox,PACIFIC,1,"ZETA DIVISION_player1,ZETA DIVISION_player2,ZETA DIVISION_player3,ZETA DIVISION_player4,ZETA DIVISION_player5","Bleed Esports_player1,Bleed Esports_player2,Bleed Esports_player3,Bleed Esports_player4,Bleed Esports_player5",307.2,250.6,1.66,1.19
2025-06-05,Talon Esports,Paper Rex,Talon Esports,Split,PACIFIC,1,"Talon Esports_player1,Talon Esports_player2,Talon Esports_player3,Talon Esports_player4,Talon Esports_player5","Paper Rex_player1,Paper Rex_player2,Paper Rex_player3,Paper Rex_player4,Paper Rex_player5",284.1,221.2,1.45,1.07
2025-06-04,FUT Esports,GIANTX,GIANTX,Breeze,EMEA,1,"FUT Esports_player1,FUT Esports_player2,FUT Esports_player3,FUT Esports_player4,FUT Esports_player5","GIANTX_player1,GIANTX_player2,GIANTX_player3,GIANTX_player4,GIANTX_player5",216.4,292.7,1.02,1.4
2025-06-04,Wolves Esports,Trace Esports,Trace Esports,Breeze,CHINA,1,"Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5","Trace Esports_player1,Trace Esports_player2,Trace Esports_player3,Trace Esports_player4,Trace Esports_player5",225.9,275.2,1.09,1.76
2025-06-03,Sentinels,NRG Esports,Sentinels,Split,AMERICAS,1,"Sentinels_player1,Sentinels_player2,Sentinels_player3,Sentinels_player4,Sentinels_player5","NRG Esports_player1,NRG Esports_player2,NRG Esports_player3,NRG Esports_player4,NRG Esports_player5",241.3,175.0,1.74,1.25
2025-06-03,Trace Esports,Edward Gaming,Edward Gaming,Icebox,CHINA,1,"Trace Esports_player1,Trace Esports_player2,Trace Esports_player3,Trace Esports_player4,Trace Esports_player5","Edward Gaming_player1,Edward Gaming_player2,Edward Gaming_player3,Edward Gaming_player4,Edward Gaming_player5",203.8,275.2,1.05,1.54
2025-06-03,Karmine Corp,Team Vitality,Team Vitality,Icebox,EMEA,1,"Karmine Corp_player1,Karmine Corp_player2,Karmine Corp_player3,Karmine Corp_player4,Karmine Corp_player5","Team Vitality_player1,Team Vitality_player2,Team Vitality_player3,Team Vitality_player4,Team Vitality_player5",188.2,231.6,1.1,1.65
2025-06-02,FunPlus Phoenix,JDG Esports,JDG Esports,Sunset,CHINA,1,"FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5","JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5",186.2,216.6,0.77,1.03
2025-06-02,Team Heretics,Natus Vincere,Team Heretics,Split,EMEA,1,"Team Heretics_player1,Team Heretics_player2,Team Heretics_player3,Team Heretics_player4,Team Heretics_player5","Natus Vincere_player1,Natus Vincere_player2,Natus Vincere_player3,Natus Vincere_player4,Natus Vincere_player5",312.9,229.0,1.25,0.86
2025-06-02,FURIA Esports,NRG Esports,FURIA Esports,Ascent,AMERICAS,1,"FURIA Esports_player1,FURIA Esports_player2,FURIA Esports_player3,FURIA Esports_player4,FURIA Esports_player5","NRG Esports_player1,NRG Esports_player2,NRG Esports_player3,NRG Esports_player4,NRG Esports_player5",258.6,199.7,1.26,0.91
